Time ,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2020-03-29 22:00:00,9,1,19,4,159,10,6,3,11,51,28,1,5,40,13,10,7,8,8,2,22,12,26,10,3,10,1,5,8,2,27,2,101,23,2,32,9,12,42,1,15,0,12,129,10,1,25,9,1,8,2
2020-03-29 23:00:00,7,1,15,5,91,8,5,2,9,27,25,2,3,31,12,4,5,12,15,0,13,12,16,8,4,13,1,1,4,2,9,2,53,21,0,23,10,10,23,2,7,0,3,72,11,0,19,7,2,6,1
2020-03-30 00:00:00,7,1,13,2,59,4,1,2,3,13,13,2,1,22,8,1,3,8,7,0,10,18,17,0,5,1,0,0,6,0,10,0,55,21,0,15,2,1,19,4,5,0,6,75,5,0,6,4,1,4,1
2020-03-30 01:00:00,0,1,5,0,47,5,5,0,4,22,11,3,1,13,9,0,1,2,10,0,8,3,10,1,1,2,0,0,3,1,8,0,32,4,0,5,2,5,16,1,7,1,6,44,1,1,5,0,1,1,0
2020-03-30 02:00:00,0,0,2,1,46,4,4,1,2,12,9,3,1,10,3,0,1,4,5,0,7,3,4,1,0,0,0,0,4,0,4,0,14,6,0,7,0,3,5,1,2,0,7,26,1,0,9,1,4,1,0
2020-03-30 03:00:00,3,1,1,2,26,1,2,1,3,5,4,1,0,8,2,2,1,2,4,1,4,5,6,0,2,1,0,1,1,0,1,1,19,2,0,4,1,2,6,1,3,0,3,23,1,3,6,3,1,2,1
2020-03-30 04:00:00,4,2,7,2,46,3,1,0,2,8,5,0,1,3,1,1,0,3,1,1,6,1,8,2,2,2,0,0,5,0,3,3,19,4,0,24,1,2,8,4,2,2,7,31,0,2,6,6,0,3,0
2020-03-30 05:00:00,5,2,5,2,39,2,1,0,2,14,18,1,1,9,7,3,2,5,5,1,4,9,9,1,2,1,0,3,5,1,8,1,30,3,1,14,5,4,21,1,3,1,12,22,2,1,14,10,3,3,0
2020-03-30 06:00:00,3,2,16,3,93,12,2,2,5,33,20,0,0,28,7,9,7,7,6,1,15,14,13,10,1,11,0,5,6,6,15,4,44,11,0,10,10,14,21,5,11,0,12,53,3,9,21,17,2,8,0
2020-03-30 07:00:00,10,0,15,5,141,14,1,1,10,46,45,5,2,32,16,6,5,6,15,5,36,27,14,18,6,14,1,4,16,4,30,4,73,22,1,30,9,12,30,0,6,1,20,93,5,6,23,28,2,6,7
2020-03-30 08:00:00,16,0,14,6,182,16,13,6,16,63,46,4,1,41,25,4,10,11,17,2,29,22,27,19,4,21,0,9,14,4,33,8,91,22,2,37,10,18,47,3,9,5,28,97,12,1,18,26,2,12,0
2020-03-30 09:00:00,23,3,30,10,188,35,14,5,13,76,46,6,1,43,24,7,7,21,13,1,30,27,40,14,8,22,4,4,18,1,37,5,117,30,1,35,11,12,39,6,8,0,23,113,9,6,39,42,6,4,1
2020-03-30 10:00:00,12,3,29,5,204,21,9,5,17,81,68,5,3,49,15,9,8,23,17,1,33,35,38,18,8,20,3,9,16,3,39,8,132,20,3,41,13,21,56,3,5,1,29,159,13,4,41,25,6,11,2
2020-03-30 11:00:00,11,1,29,9,194,21,18,8,24,94,44,3,2,37,28,13,16,12,36,0,34,26,33,11,5,17,1,5,22,3,50,9,135,42,1,48,9,17,60,7,15,2,32,148,15,9,30,29,4,14,2
2020-03-30 12:00:00,7,5,32,11,212,23,12,3,18,69,53,6,8,47,21,6,9,10,21,3,36,37,33,18,3,18,5,2,18,5,35,6,143,32,2,36,14,21,48,3,24,1,26,146,12,2,37,24,4,15,1
2020-03-30 13:00:00,10,4,25,5,248,16,16,1,24,74,49,5,3,61,27,7,6,11,16,3,22,27,33,21,9,15,1,8,12,4,36,3,150,41,1,43,7,14,58,5,10,1,43,176,5,2,110,23,2,16,0
2020-03-30 14:00:00,12,2,31,9,238,26,8,7,20,74,55,5,2,44,30,9,4,11,13,1,29,27,24,21,4,22,2,5,24,3,32,5,135,27,0,56,9,20,46,3,10,0,33,132,13,6,80,25,9,13,1
2020-03-30 15:00:00,11,2,38,11,193,17,15,3,9,65,45,4,5,45,39,10,8,5,15,5,24,31,24,13,4,21,1,7,13,4,32,3,99,40,2,40,5,8,50,4,12,0,22,122,8,7,38,27,2,18,2
2020-03-30 16:00:00,10,4,31,3,185,19,14,2,20,99,44,7,1,44,36,4,11,30,11,6,40,31,33,9,3,27,5,5,23,3,36,5,137,47,0,42,16,15,47,5,17,1,34,133,5,3,32,35,5,8,0
2020-03-30 17:00:00,13,1,26,5,191,22,9,6,20,86,46,4,11,41,24,11,8,20,19,6,29,41,36,21,14,17,2,13,15,2,29,3,110,39,2,44,15,19,55,4,10,3,23,144,16,5,34,28,5,10,3
2020-03-30 18:00:00,17,7,27,7,185,23,13,4,11,71,51,3,3,44,20,8,5,10,18,6,19,46,25,19,4,9,3,8,12,4,33,6,120,28,0,34,14,16,43,7,21,2,39,149,16,2,38,19,2,13,0
2020-03-30 19:00:00,17,3,18,16,204,13,13,7,14,71,43,5,3,50,29,9,9,16,16,6,28,35,37,19,14,23,1,3,15,1,31,2,125,39,0,60,19,23,51,8,13,1,32,156,8,6,30,27,3,16,0
2020-03-30 20:00:00,18,2,24,5,220,20,15,9,16,58,50,8,3,38,19,6,6,20,12,1,15,23,39,13,9,17,1,6,14,4,36,3,109,43,2,57,18,24,56,4,19,3,20,112,14,4,36,24,12,9,0
2020-03-30 21:00:00,9,2,18,5,162,25,9,0,11,62,44,8,9,35,21,6,9,8,15,2,24,10,19,13,3,32,2,2,15,3,27,4,95,36,1,38,12,8,36,1,14,0,12,107,14,0,36,21,8,8,0
2020-03-30 22:00:00,7,1,25,8,151,8,8,3,11,32,32,7,0,27,16,7,6,13,9,3,20,16,17,9,3,26,0,2,14,0,23,2,66,17,4,35,5,10,26,1,7,0,16,120,7,0,27,15,7,7,1
2020-03-30 23:00:00,6,0,18,6,84,3,7,2,11,43,37,7,2,24,6,2,3,10,6,0,24,13,31,3,2,9,1,1,5,1,25,2,89,25,0,29,0,3,29,3,10,0,16,63,4,3,16,9,2,5,0
2020-03-31 00:00:00,6,0,11,3,55,7,2,1,6,21,14,4,0,8,5,2,2,5,8,0,6,9,14,3,0,6,0,0,8,0,13,2,41,14,0,8,0,3,16,1,3,0,6,48,4,2,8,4,3,1,0
2020-03-31 01:00:00,2,0,6,1,39,3,0,0,3,9,12,0,2,18,1,0,1,2,5,2,6,4,11,1,1,1,1,0,6,0,5,1,24,8,0,9,3,4,5,0,0,0,1,52,1,0,8,4,1,5,0
2020-03-31 02:00:00,3,1,4,1,17,0,0,0,0,11,12,0,0,6,5,0,1,0,7,0,3,0,3,4,2,1,0,1,9,0,10,0,16,1,0,8,2,1,11,0,3,0,1,25,0,1,5,4,1,0,0
2020-03-31 03:00:00,1,0,3,0,26,1,0,0,2,5,2,0,0,2,0,1,0,1,0,0,2,2,5,0,1,1,0,1,2,0,3,3,15,2,1,4,0,3,8,0,0,0,4,20,0,0,2,2,0,1,0
2020-03-31 04:00:00,4,0,5,0,30,7,0,1,0,11,7,1,0,8,1,1,0,4,3,2,7,1,3,3,3,1,0,3,3,0,5,0,8,4,1,2,1,3,11,1,1,0,3,33,0,1,4,5,1,0,0
2020-03-31 05:00:00,2,2,5,1,60,6,6,2,6,15,7,1,3,16,3,1,0,2,2,1,5,11,6,2,1,5,0,4,8,0,7,0,23,8,0,5,2,6,14,1,5,0,10,37,4,1,6,7,1,2,0
2020-03-31 06:00:00,7,2,10,2,97,10,6,0,8,24,15,2,0,18,11,1,3,2,11,1,14,14,9,9,3,17,3,7,10,4,14,4,47,9,1,17,6,2,18,1,5,0,20,50,4,2,7,13,0,5,0
2020-03-31 07:00:00,8,0,26,9,135,19,7,2,10,41,28,1,0,28,15,7,7,5,9,3,17,25,15,17,2,15,1,6,9,1,16,2,76,15,2,26,8,12,39,0,4,0,25,80,8,2,11,20,2,3,1
2020-03-31 08:00:00,8,1,23,6,159,15,11,4,15,39,24,3,6,29,13,3,2,11,15,0,29,22,24,10,4,20,2,2,21,1,34,7,65,24,1,30,5,18,36,3,10,0,18,111,5,3,81,23,7,12,0
2020-03-31 09:00:00,14,2,21,7,168,19,11,2,18,66,54,2,11,40,23,9,7,13,10,3,27,27,23,21,10,22,2,3,15,6,31,2,108,32,2,37,11,15,32,5,18,3,23,130,10,6,29,14,3,14,0
2020-03-31 10:00:00,12,4,27,9,178,18,5,3,15,73,45,5,3,50,18,6,8,14,15,4,32,31,24,12,11,24,3,5,13,5,27,11,117,30,2,47,21,13,39,4,7,3,28,106,5,4,27,27,2,13,0
2020-03-31 11:00:00,16,2,27,8,196,13,12,5,15,74,49,7,5,34,25,14,13,11,24,4,29,36,27,9,2,19,2,7,19,0,27,4,105,29,2,53,8,17,45,3,10,2,29,142,9,7,27,16,7,14,0
2020-03-31 12:00:00,14,3,16,17,224,21,7,7,12,62,49,7,2,45,37,7,6,14,13,0,19,21,23,15,9,12,1,3,8,2,33,10,115,32,1,59,11,13,43,6,8,3,24,130,9,5,19,18,2,13,0
2020-03-31 13:00:00,6,2,27,7,195,24,22,5,15,86,42,3,7,42,16,6,6,11,14,2,20,31,26,16,5,20,0,7,10,2,27,7,108,39,0,40,8,14,43,4,13,2,21,128,4,1,36,38,0,10,0
2020-03-31 14:00:00,13,4,32,3,226,13,10,6,18,62,37,4,6,46,22,10,7,14,15,1,22,37,24,8,6,19,4,2,14,2,31,8,119,37,1,27,18,15,37,4,12,0,24,143,11,4,23,32,3,15,1
2020-03-31 15:00:00,10,0,40,2,231,16,14,9,17,62,59,3,7,44,13,4,7,11,15,2,25,31,18,11,6,16,1,1,16,2,42,9,102,29,0,35,7,18,45,3,14,3,20,117,8,6,26,23,4,12,1
2020-03-31 16:00:00,6,5,23,6,187,24,10,5,21,73,37,13,5,44,23,5,6,19,22,7,19,28,32,22,7,13,3,4,15,2,47,8,100,27,3,52,19,13,32,3,17,2,33,131,6,4,29,24,1,14,0
2020-03-31 17:00:00,10,1,17,7,206,16,6,3,21,90,46,6,16,56,23,11,6,10,17,8,27,28,24,11,6,18,2,6,22,8,31,3,105,36,1,48,10,8,55,4,9,2,17,155,20,3,27,28,5,13,2
2020-03-31 18:00:00,13,2,26,8,170,15,20,4,23,84,43,7,4,59,20,5,9,13,19,1,31,41,26,18,6,26,2,2,23,7,34,5,118,35,2,33,14,12,52,5,15,1,29,170,15,7,33,21,3,16,0
2020-03-31 19:00:00,16,1,28,5,208,23,10,4,16,79,48,4,9,45,19,10,15,16,28,3,26,41,39,23,8,19,2,13,16,7,48,3,113,31,3,31,5,22,53,2,15,0,31,134,8,7,35,19,5,17,1
2020-03-31 20:00:00,14,2,20,4,179,12,11,4,13,70,52,4,11,54,21,4,7,13,15,1,30,30,33,11,6,13,7,4,25,1,41,2,96,36,2,22,13,19,42,5,15,1,36,110,7,8,36,26,0,12,1
2020-03-31 21:00:00,9,3,29,7,151,14,8,2,8,59,37,8,8,43,9,6,5,12,17,1,19,20,21,15,12,16,0,6,14,3,32,1,79,26,2,35,16,15,37,4,10,0,16,132,9,8,39,16,7,17,0
2020-03-31 22:00:00,8,5,12,5,152,4,5,1,7,42,34,1,3,28,14,6,6,10,14,1,26,10,25,7,7,11,0,5,17,0,16,1,85,19,2,26,6,13,32,0,12,0,7,94,4,3,22,12,2,9,0
2020-03-31 23:00:00,3,1,14,7,96,12,5,0,5,43,18,4,2,22,15,2,0,13,9,2,16,5,12,5,5,3,1,2,10,0,27,3,54,19,0,19,3,8,21,4,7,0,10,76,4,0,13,5,4,10,1
2020-04-01 00:00:00,2,1,16,3,72,4,6,1,5,26,18,3,4,9,9,3,5,6,9,0,10,12,17,3,2,3,1,1,6,1,11,0,37,11,2,16,3,1,10,2,3,0,5,65,3,1,8,10,3,6,1
2020-04-01 01:00:00,3,0,11,0,50,5,0,1,4,16,11,4,1,12,6,2,0,0,5,0,7,4,8,3,3,3,0,0,1,0,10,0,25,6,0,7,2,4,10,1,7,0,4,28,1,0,2,1,0,2,0
2020-04-01 02:00:00,0,1,4,0,39,1,1,0,2,17,10,1,0,11,2,1,1,1,5,0,3,4,9,3,2,4,0,0,4,2,10,2,27,5,0,6,0,2,4,0,1,0,3,26,0,1,3,7,2,3,0
2020-04-01 03:00:00,0,0,1,0,33,2,0,1,1,7,5,1,0,7,4,2,0,1,5,1,7,4,3,1,0,3,0,0,4,0,8,1,28,0,0,6,1,1,5,0,0,0,2,18,2,4,2,1,0,0,0
2020-04-01 04:00:00,0,1,3,4,42,1,1,1,3,5,11,2,0,10,2,0,0,2,6,0,5,4,3,3,1,1,0,1,3,5,7,1,15,4,0,3,3,2,6,0,2,1,7,25,1,2,4,3,1,0,0
2020-04-01 05:00:00,2,0,2,1,73,7,2,0,1,15,10,0,2,13,5,1,2,2,3,2,9,9,8,5,3,7,0,3,5,0,5,3,26,14,0,6,2,2,11,0,4,0,13,29,1,4,16,9,0,6,0
2020-04-01 06:00:00,9,0,11,6,96,10,8,1,4,39,19,5,3,19,8,3,2,7,5,5,23,14,10,9,0,12,1,1,10,2,18,1,48,18,1,22,13,9,17,2,2,1,17,47,8,2,13,19,2,11,0
2020-04-01 07:00:00,8,2,16,3,139,17,10,4,10,58,32,5,1,37,21,1,2,7,10,1,19,15,12,8,0,15,0,3,11,4,26,4,65,18,0,31,9,8,31,6,20,0,20,84,5,2,25,23,3,5,0
2020-04-01 08:00:00,8,0,21,3,201,25,14,3,12,65,40,0,2,34,18,5,14,16,14,2,26,25,29,13,6,13,0,5,11,3,22,2,84,30,0,35,10,16,28,4,9,1,25,92,9,6,23,21,1,15,2
2020-04-01 09:00:00,12,5,22,11,194,23,14,3,14,65,31,2,1,31,16,5,11,7,16,1,27,19,21,14,7,17,1,6,16,2,32,1,101,39,1,35,13,24,45,4,7,2,35,124,12,4,26,35,3,9,0
2020-04-01 10:00:00,18,3,24,7,195,20,11,3,17,75,42,8,5,42,25,6,9,6,28,4,21,24,24,17,5,21,2,3,15,4,26,8,113,36,1,34,15,13,64,8,18,0,24,117,8,6,25,27,6,11,1
2020-04-01 11:00:00,18,4,22,2,191,16,5,4,17,92,52,6,5,36,27,7,11,8,26,2,23,30,20,14,6,20,1,8,18,3,37,6,118,40,3,43,9,14,54,4,11,0,26,133,10,4,44,29,5,11,0
2020-04-01 12:00:00,15,2,27,7,207,20,16,1,16,74,51,4,3,53,19,4,9,13,16,2,19,30,37,18,10,22,0,4,18,3,29,4,124,26,2,48,10,15,42,3,11,3,31,126,6,3,28,22,2,14,0
2020-04-01 13:00:00,13,2,29,10,213,16,6,6,12,80,54,11,7,49,14,9,12,15,8,3,19,38,22,15,3,11,1,9,20,4,33,5,92,29,2,33,7,15,45,5,16,4,41,119,9,9,25,19,4,13,0
2020-04-01 14:00:00,16,1,25,6,237,19,11,3,6,70,37,4,3,32,18,10,6,20,25,3,23,37,32,12,6,18,4,7,26,6,28,5,112,35,3,45,9,18,50,13,20,2,23,110,7,2,21,25,3,12,1
2020-04-01 15:00:00,7,2,32,3,222,22,14,1,14,55,41,2,4,45,24,4,4,18,24,3,21,38,37,13,8,17,2,3,20,4,14,9,108,23,3,46,9,13,43,4,14,6,21,123,6,4,34,18,7,13,0
2020-04-01 16:00:00,12,0,34,8,191,19,9,4,17,67,48,8,5,37,31,8,5,17,15,3,19,41,34,14,3,11,2,13,15,2,35,7,101,33,2,27,11,24,32,5,11,1,29,141,17,7,27,26,3,9,2
2020-04-01 17:00:00,18,4,23,6,178,22,12,6,16,69,42,8,5,40,18,3,9,17,19,4,35,38,46,11,6,24,3,3,22,4,21,12,115,29,5,35,12,27,39,5,14,1,25,95,7,6,28,35,4,16,2
2020-04-01 18:00:00,23,5,19,7,219,19,15,4,16,56,40,2,4,46,32,9,12,11,17,1,20,34,35,17,8,24,3,5,16,6,30,4,87,35,1,50,14,11,42,3,9,1,24,152,16,7,28,38,4,11,5
2020-04-01 19:00:00,18,2,29,8,211,25,10,3,18,57,50,5,3,62,24,14,11,16,24,6,33,27,31,25,6,23,3,5,16,2,36,4,107,34,2,45,13,17,55,3,9,0,30,120,9,4,35,23,4,16,0
2020-04-01 20:00:00,18,0,29,12,210,19,7,9,10,63,44,6,5,40,20,9,7,5,16,7,25,23,27,17,2,20,0,5,22,5,32,5,97,34,0,49,9,12,57,1,4,2,21,140,8,4,34,20,3,13,1
2020-04-01 21:00:00,14,2,23,4,201,9,15,2,9,62,57,6,3,37,21,6,5,13,23,5,28,26,23,15,6,20,1,6,14,1,38,3,97,27,0,35,8,9,35,0,9,0,26,121,4,2,29,26,5,12,1
2020-04-01 22:00:00,13,3,21,2,139,10,5,4,6,49,29,5,6,27,24,7,6,14,13,1,21,18,18,7,3,11,0,3,6,1,14,6,87,22,0,21,12,8,34,5,4,1,17,87,3,5,24,18,3,6,0
2020-04-01 23:00:00,4,0,8,1,76,7,5,1,9,33,20,2,0,18,6,2,5,4,17,0,14,10,11,9,4,4,0,1,6,1,14,7,74,11,0,32,5,6,23,4,14,0,6,74,7,0,17,14,3,4,0
2020-04-02 00:00:00,5,0,14,1,54,4,1,1,5,24,13,1,1,9,7,2,1,6,5,1,9,6,7,3,2,4,0,0,6,0,12,0,36,9,0,22,3,6,11,0,3,0,3,61,2,2,11,9,1,3,0
2020-04-02 01:00:00,4,1,7,0,48,1,1,0,1,15,12,2,0,4,5,4,0,5,3,0,5,5,5,1,2,5,0,1,1,0,13,2,24,1,0,6,4,4,14,1,1,0,1,30,2,1,6,3,0,1,0
2020-04-02 02:00:00,0,1,3,0,21,2,0,0,0,8,7,2,0,5,5,1,0,0,4,0,3,2,7,1,3,1,0,0,4,0,4,2,24,6,0,6,1,1,9,0,4,1,4,25,0,0,3,4,0,4,1
2020-04-02 03:00:00,1,0,3,1,23,3,2,0,1,11,10,1,1,8,2,0,1,1,2,0,4,1,7,3,0,1,0,2,1,0,5,0,22,7,0,2,1,1,2,0,1,0,3,12,0,0,3,4,0,3,0
2020-04-02 04:00:00,2,0,3,1,31,1,0,0,2,9,7,0,0,5,2,1,1,1,3,1,7,8,5,0,0,2,0,0,3,2,3,1,13,6,0,5,1,2,9,0,1,1,4,18,0,1,3,2,1,1,0
2020-04-02 05:00:00,7,1,6,6,65,6,1,0,2,18,7,1,0,11,5,2,0,2,6,1,10,12,5,8,3,4,2,0,11,6,7,3,18,5,0,8,4,2,11,1,2,3,9,33,4,4,5,8,0,0,0
2020-04-02 06:00:00,4,0,14,5,97,10,7,3,10,32,19,0,4,20,8,3,2,5,6,1,17,16,9,8,2,12,1,3,13,4,20,2,45,15,1,20,3,10,29,7,6,0,10,46,12,1,14,13,0,8,1
2020-04-02 07:00:00,13,1,19,7,129,10,8,1,9,41,21,3,4,37,17,5,6,8,18,2,15,24,21,12,1,12,4,5,15,2,19,4,80,22,1,29,8,14,24,3,3,0,26,80,4,2,20,17,3,12,2
2020-04-02 08:00:00,12,1,12,7,162,14,13,6,19,35,43,2,5,41,24,12,11,6,14,1,19,33,25,20,5,15,3,7,17,4,26,3,83,36,0,30,10,5,42,6,18,5,27,80,4,3,30,40,6,9,0
2020-04-02 09:00:00,7,3,19,3,180,15,17,3,13,76,36,9,9,44,31,5,10,16,18,3,36,68,31,17,2,18,2,7,13,3,25,9,122,29,2,32,17,12,47,7,8,1,30,113,6,1,23,29,7,10,2
2020-04-02 10:00:00,12,2,22,6,163,18,13,4,28,56,33,4,4,43,24,4,11,17,25,1,22,26,26,19,7,23,3,2,11,4,32,1,106,29,1,23,25,13,39,4,12,3,26,151,9,5,26,27,3,23,0
2020-04-02 11:00:00,15,0,27,6,199,15,9,4,12,58,57,5,6,46,13,11,6,17,21,2,27,33,28,17,8,12,3,3,19,9,30,6,102,32,4,41,12,12,43,3,14,2,22,118,7,1,41,20,1,17,2
2020-04-02 12:00:00,2,1,28,6,192,17,11,9,17,92,45,48,6,45,14,7,11,11,20,4,24,30,30,15,8,15,0,4,23,2,34,2,108,33,1,40,13,17,29,7,13,2,23,135,6,4,33,28,2,10,0
2020-04-02 13:00:00,16,1,39,7,203,21,5,2,13,60,40,15,3,41,19,7,9,17,15,4,22,32,22,12,8,18,1,9,20,2,14,6,67,16,0,38,13,14,46,5,10,1,19,126,6,2,28,22,2,8,1
2020-04-02 14:00:00,20,0,29,10,210,15,16,2,9,75,57,8,4,43,20,12,10,10,14,4,28,29,24,17,9,19,2,5,16,2,34,2,83,31,1,40,11,13,35,3,11,0,20,117,8,3,26,33,6,7,0
2020-04-02 15:00:00,6,1,26,6,209,26,18,3,20,83,38,5,3,43,18,7,8,12,27,4,25,22,24,14,9,20,2,7,19,2,32,5,106,31,3,36,15,15,52,3,19,0,25,115,4,3,29,25,4,10,1
2020-04-02 16:00:00,9,2,22,6,220,20,11,3,10,80,46,5,3,46,25,6,10,9,20,1,35,22,23,13,5,27,0,7,22,1,27,2,119,33,2,30,15,15,64,2,12,3,29,133,13,6,36,27,4,12,3
2020-04-02 17:00:00,13,1,24,12,181,17,19,2,19,73,50,7,5,47,21,7,5,18,27,0,27,31,28,25,5,22,1,2,14,7,28,8,127,26,4,38,8,13,45,2,12,5,29,135,9,6,39,33,5,9,3
2020-04-02 18:00:00,9,1,31,3,184,18,6,4,11,77,44,8,2,62,23,4,12,17,17,1,19,25,28,19,2,15,3,6,21,1,29,3,117,31,5,43,12,16,42,5,15,4,21,130,4,5,32,22,8,8,1
2020-04-02 19:00:00,11,3,28,5,175,25,14,5,19,80,42,6,5,35,15,7,6,17,19,2,25,30,30,11,6,21,2,7,21,1,35,8,93,42,0,33,11,12,48,2,16,1,25,125,7,4,25,26,8,18,1
2020-04-02 20:00:00,8,3,31,9,176,13,7,6,20,66,37,5,6,32,26,7,12,17,15,3,24,28,28,18,4,25,2,3,18,6,32,5,81,35,1,47,8,15,32,2,16,1,15,136,6,7,31,20,6,11,1
2020-04-02 21:00:00,4,1,38,5,155,8,8,3,10,70,44,9,2,54,24,6,7,18,13,1,17,30,25,18,5,15,1,6,14,1,28,4,101,22,0,37,12,13,34,6,20,0,23,127,4,1,25,14,4,10,1
2020-04-02 22:00:00,9,1,18,4,115,7,12,2,6,44,38,4,1,21,9,5,7,3,11,2,12,32,21,10,5,10,2,4,3,1,20,4,85,22,1,30,15,8,26,2,8,2,12,97,4,3,24,19,3,11,0
2020-04-02 23:00:00,3,0,12,3,80,5,3,1,5,38,30,4,2,20,15,2,2,7,14,2,10,9,15,7,2,7,0,2,3,0,19,2,51,20,0,19,9,3,27,3,5,0,11,82,5,1,18,6,3,5,0
2020-04-03 00:00:00,3,0,11,2,78,1,3,2,5,19,19,1,2,10,6,0,4,5,7,0,8,6,16,2,2,4,0,0,7,2,9,2,43,15,1,13,3,6,10,2,4,1,5,53,4,3,10,7,2,5,0
2020-04-03 01:00:00,2,0,9,2,35,6,1,2,1,6,9,3,1,8,6,2,0,1,3,0,3,3,3,2,5,3,0,0,6,1,3,1,21,4,0,8,3,5,11,0,2,0,1,29,2,0,9,4,2,2,0
2020-04-03 02:00:00,1,0,8,0,29,2,0,2,1,6,7,0,0,6,3,0,3,1,0,0,3,3,6,0,1,0,0,2,2,0,4,1,17,7,0,2,3,3,4,0,0,0,8,25,0,3,5,5,0,1,0
2020-04-03 03:00:00,1,0,1,0,20,4,4,0,0,9,7,3,0,2,2,0,2,2,3,0,6,2,5,1,0,3,0,1,3,1,5,1,12,2,0,6,1,1,5,0,1,0,2,18,0,1,3,2,1,1,0
2020-04-03 04:00:00,3,0,1,3,34,2,0,0,3,7,11,2,1,2,3,4,1,3,1,0,4,2,3,2,0,2,0,2,4,0,4,2,20,5,0,6,1,3,5,0,1,0,6,23,3,3,8,4,1,0,0
2020-04-03 05:00:00,4,2,3,1,47,3,2,1,2,18,6,4,0,12,5,2,2,4,3,3,7,13,6,3,1,4,0,2,6,2,7,3,21,3,0,9,3,3,12,3,0,0,2,20,3,1,10,9,1,5,2
2020-04-03 06:00:00,6,1,16,0,90,9,7,1,8,28,13,4,1,19,8,1,3,4,2,0,14,10,16,10,1,4,1,1,7,3,17,4,53,15,0,27,9,7,19,1,7,2,18,62,2,1,8,22,1,5,0
2020-04-03 07:00:00,6,1,19,5,123,19,7,2,9,46,33,6,5,34,13,6,5,9,13,2,19,14,16,10,2,22,2,5,16,2,20,2,68,19,1,22,4,14,34,6,6,0,16,70,3,6,30,38,2,5,0
2020-04-03 08:00:00,10,3,25,9,188,14,17,3,8,92,27,7,1,41,14,6,5,10,9,3,26,25,19,8,2,16,1,7,9,3,30,2,71,26,0,19,8,3,31,5,12,3,18,84,5,2,22,23,4,6,0
2020-04-03 09:00:00,7,3,31,8,212,24,6,7,22,64,32,10,2,47,29,8,10,11,18,5,17,21,35,19,7,19,3,3,18,4,34,5,103,30,2,21,7,15,33,2,13,0,27,103,6,2,31,26,4,8,0
2020-04-03 10:00:00,13,1,29,6,189,15,14,2,15,60,44,4,2,50,16,4,10,12,12,1,33,32,23,18,5,17,1,9,16,0,37,6,150,27,1,39,11,13,45,2,9,1,26,105,8,4,35,28,6,6,1
2020-04-03 11:00:00,8,1,20,6,187,26,7,4,15,71,50,6,1,39,23,8,8,11,8,3,17,37,26,11,10,14,0,10,16,3,28,4,111,25,0,30,8,18,41,4,18,3,22,113,8,6,24,27,4,16,1
2020-04-03 12:00:00,11,2,22,10,195,14,8,6,26,74,43,10,7,46,20,10,3,12,10,1,27,33,25,21,8,23,1,4,14,6,27,10,112,33,0,46,12,9,38,7,14,1,23,141,9,1,24,24,4,21,0
2020-04-03 13:00:00,8,5,21,7,164,18,9,7,15,73,34,8,3,41,21,12,10,18,14,1,42,29,18,22,4,23,1,2,22,4,23,4,88,22,1,42,4,11,42,3,8,0,20,113,6,5,32,17,4,11,0
2020-04-03 14:00:00,15,5,30,7,175,21,4,4,12,53,36,7,3,43,15,5,9,15,13,2,18,19,29,11,6,14,2,5,15,0,33,6,109,22,0,47,19,8,36,0,9,7,20,118,10,2,20,29,2,6,0
2020-04-03 15:00:00,13,2,25,4,189,16,10,2,15,59,60,10,1,45,15,8,9,4,16,9,27,23,29,11,6,16,1,8,17,1,16,7,119,24,2,27,15,20,41,2,19,4,28,136,12,4,35,37,4,12,1
2020-04-03 16:00:00,10,2,37,3,183,24,9,4,8,77,52,5,4,33,21,10,11,18,16,3,32,29,22,22,4,16,2,4,20,3,33,7,101,26,1,35,11,15,45,2,13,0,28,123,9,6,31,32,5,12,4
2020-04-03 17:00:00,15,0,23,5,204,17,12,3,22,48,45,8,2,37,31,8,6,6,13,6,24,43,40,17,6,12,1,12,9,4,58,2,113,30,1,42,11,18,43,4,7,0,21,126,6,7,30,25,6,9,0
2020-04-03 18:00:00,16,3,23,3,201,10,15,2,12,52,34,2,3,38,14,15,12,16,24,4,26,29,22,12,6,22,3,3,16,2,26,5,105,28,0,36,23,15,40,3,5,1,16,145,13,2,29,29,3,20,1
2020-04-03 19:00:00,14,3,26,8,166,33,14,4,4,46,39,9,3,34,36,5,5,7,15,1,29,22,32,15,4,24,0,7,15,4,19,6,70,27,1,41,12,10,37,2,6,2,26,118,13,3,19,21,4,13,0
2020-04-03 20:00:00,15,0,19,8,141,9,9,0,16,52,44,7,5,40,15,3,4,14,24,2,20,20,33,20,7,18,2,6,11,2,24,2,93,38,1,31,11,9,36,1,13,1,22,140,8,4,30,22,4,7,2
2020-04-03 21:00:00,8,2,16,2,160,14,10,3,19,53,39,4,5,36,13,7,9,10,20,6,24,19,21,21,4,15,2,7,13,1,38,2,89,24,1,29,12,15,34,3,9,2,21,97,5,2,30,17,4,9,1
